"No","FXY","ElementName_en","CodeFigure","EntryName_en","EntryName_sub1_en","EntryName_sub2_en","Note_en","Status"
4784.00,"033080","Scan level quality flags","7","Divide-by-zero condition or computation loop failed to converge in the K/Ka and V (KAV) band PRT",,,"*","Operational"
4785.00,"033080","Scan level quality flags","8","Divide-by-zero condition or computation loop failed to converge in the WG band PRT",,,,"Operational"
4786.00,"033080","Scan level quality flags","9","Divide-by-zero condition or computation loop failed to converge in the K/Ka, V, W, G band receiver shelf PRT K temperature computation",,,,"Operational"
4787.00,"033080","Scan level quality flags","10","Out of range condition for the K/Ka and V band PRT",,,,"Operational"
4788.00,"033080","Scan level quality flags","11","Out of range condition for the WG band PRT",,,,"Operational"
4789.00,"033080","Scan level quality flags","12","KAV PRT temperature inconsistency",,,,"Operational"
4790.00,"033080","Scan level quality flags","13","WG PRT temperature inconsistency  ",,,,"Operational"
4791.00,"033080","Scan level quality flags","14","Time sequence error",,,,"Operational"
4792.00,"033080","Scan level quality flags","15","Data gap - missing scan(s) preceding the current scan",,,,"Operational"
4793.00,"033080","Scan level quality flags","16","KAV PRT sufficiency - insufficient KAV PRT data are available",,,,"Operational"
4794.00,"033080","Scan level quality flags","17","WG PRT sufficiency - insufficient WG PRT data are available",,,,"Operational"
4795.00,"033080","Scan level quality flags","18","Space view antenna position error",,,,"Operational"
4796.00,"033080","Scan level quality flags","19","Blackbody antenna position error",,,,"Operational"
4797.00,"033080","Scan level quality flags","All 20","Missing value",,,,"Operational"
4798.00,"033081","Channel data quality flags","1-2","Reserved",,,,"Operational"
4799.00,"033081","Channel data quality flags","3","Moon in space view",,,,"Operational"
4800.00,"033081","Channel data quality flags","4","Gain error - the lowest blackbody count is smaller than or equal to the highest space view count in a scan",,,,"Operational"
4801.00,"033081","Channel data quality flags","5","Calibration with fewer than preferred samples",,,,"Operational"
4802.00,"033081","Channel data quality flags","6","Space view data sufficiency check - insufficient space view samples are available",,,,"Operational"
4803.00,"033081","Channel data quality flags","7","Blackbody view data sufficiency check - insufficient blackbody view samples are available",,,,"Operational"
4804.00,"033081","Channel data quality flags","8","Out of range condition for the space view ",,,,"Operational"
4805.00,"033081","Channel data quality flags","9","Out of range condition for the blackbody view",,,,"Operational"
4806.00,"033081","Channel data quality flags","10","Space view inconsistency",,,,"Operational"
4807.00,"033081","Channel data quality flags","11","Blackbody view inconsistency",,,,"Operational"
4808.00,"033081","Channel data quality flags","All 12","Missing value",,,,"Operational"
4809.00,"033082","Geolocation quality flags","1-5","Reserved",,,,"Operational"
4810.00,"033082","Geolocation quality flags","6","Within south Atlantic anomaly",,,,"Operational"
4811.00,"033082","Geolocation quality flags","7","Invalid input data (indicates that any of the spacecraft ephemeris or attitude data are invalid)",,,,"Operational"
4812.00,"033082","Geolocation quality flags","8","Bad pointing (indicates that the sensor LOS does not intersect the geoid, is near the limb, has invalid sensor angles or other similar condition)",,,,"Operational"
4813.00,"033082","Geolocation quality flags","9","Bad terrain (indicates that the algorithm could not obtain a valid terrain value)",,,,"Operational"
4814.00,"033082","Geolocation quality flags","10","Invalid solar angles",,,,"Operational"
4815.00,"033082","Geolocation quality flags","11","Missing at most a small gap of altitude and ephemeris data",,,,"Operational"
4816.00,"033082","Geolocation quality flags","12","Missing more than a small gap of altitude and ephemeris data, but no more than a granule boundary",,,,"Operational"
4817.00,"033082","Geolocation quality flags","13","Missing more than a granule boundary of altitude and ephemeris data",,,,"Operational"
4818.00,"033082","Geolocation quality flags","14","The number of encoder pulse values per delta time is not as expected",,,,"Operational"
4819.00,"033082","Geolocation quality flags","15","Solar eclipse during Earth view scan",,,,"Operational"
4820.00,"033082","Geolocation quality flags","All 16","Missing value",,,,"Operational"
4821.00,"033083","Radiance data quality flags","1-5","Reserved",,,,"Operational"
4822.00,"033083","Radiance data quality flags","6","Pixel is affected by radio-frequency interference",,,,"Operational"
4823.00,"033083","Radiance data quality flags","7","Poor calibration quality due to bad space view offsets, OBC * view offsets, etc. or use of a previous calibration view",,,,"Operational"
4824.00,"033083","Radiance data quality flags","8","Saturated pixel",,,,"Operational"
4825.00,"033083","Radiance data quality flags","9","Missing data -data required for calibration processing are not available for processing",,,,"Operational"
4826.00,"033083","Radiance data quality flags","10","Calibrated pixel radiance out of range",,,,"Operational"
4827.00,"033083","Radiance data quality flags","11","Calibrated pixel reflectance or EBBT out of range",,,,"Operational"
4828.00,"033083","Radiance data quality flags","12","The moon has corrupted the space view",,,,"Operational"
4829.00,"033083","Radiance data quality flags","13","Scan data is not present (no valid data)",,,,"Operational"
4830.00,"033083","Radiance data quality flags","14","Quality for this scan-line is reduced. The value is determined by the combined number of steps required to find a replacement for thermistor or calibration source data",,,,"Operational"
4831.00,"033083","Radiance data quality flags","15","Bad detector",,,,"Operational"
4832.00,"033083","Radiance data quality flags","All 16","Missing value",,,,"Operational"
4833.00,"033084","Pixel level quality flags","1-5","Reserved",,,,"Operational"
4834.00,"033084","Pixel level quality flags","6","Bulk SST outside of validation range",,,,"Operational"
4835.00,"033084","Pixel level quality flags","7","Skin SST outside of validation range",,,,"Operational"
4836.00,"033084","Pixel level quality flags","8","Sensor zenith angle > 40 degrees (pixel is not within 40 degrees of nadir and therefore is not of high quality)",,,,"Operational"
4837.00,"033084","Pixel level quality flags","9","Degradation - horizontal cell size (HCS) > 1.3 km (HCS > 1.3 km, swath width > 1 700 km, sensor zenith angle > 50.3 degrees)",,,,"Operational"
4838.00,"033084","Pixel level quality flags","10","Exclusion: no ocean in pixel",,,,"Operational"
4839.00,"033084","Pixel level quality flags","11","Degradation: aerosol optical thickness (AOT) > 0.6 (AOT in horizontal cell > 0.6 on the slant path (AOT @550 nm))",,,,"Operational"
4840.00,"033084","Pixel level quality flags","12","Exclusion: AOT > 1.0 (AOT in horizontal cell > 1.0 on the slant path (AOT @550 nm))",,,,"Operational"
4841.00,"033084","Pixel level quality flags","13","Sun glint present in pixel",,,,"Operational"
4842.00,"033084","Pixel level quality flags","14","Ice concentration threshold exceeded (SST not retrieved due to ice concentration exceeding threshold in system spec)",,,,"Operational"
4843.00,"033084","Pixel level quality flags","15","Thin cirrus detected in pixel",,,,"Operational"
4844.00,"033084","Pixel level quality flags","All 16","Missing value",,,,"Operational"
4845.00,"033085","Aerosol optical thickness quality flags","1-3","Reserved",,,,"Operational"
4846.00,"033085","Aerosol optical thickness quality flags","4","Angstrom exponent is outside of the system specification range",,,,"Operational"
4847.00,"033085","Aerosol optical thickness quality flags","5","Excluded, Angstrom exponent for AOT* at 550 nm < 0.15",,,,"Operational"
4848.00,"033085","Aerosol optical thickness quality flags","6","Bright surface in cell (if over land), or shallow or turbid water in cell (if over ocean)",,,,"Operational"
4849.00,"033085","Aerosol optical thickness quality flags","7","Low sun, excluded, Solar Zenith Angle > 80 degrees",,,,"Operational"
4850.00,"033085","Aerosol optical thickness quality flags","8","Low sun, degraded, 65 degrees < Solar Zenith Angle <= 80 degrees",,,,"Operational"
4851.00,"033085","Aerosol optical thickness quality flags","9","Fire detected in cell",,,,"Operational"
4852.00,"033085","Aerosol optical thickness quality flags","10","Snow/Ice in cell",,,,"Operational"
4853.00,"033085","Aerosol optical thickness quality flags","11","Cloud shadow in cell",,,,"Operational"
4854.00,"033085","Aerosol optical thickness quality flags","12","Sun glint in cell",,,,"Operational"
4855.00,"033085","Aerosol optical thickness quality flags","13","Bad SDR** data present in horizontal cell (quality of AOT/APSP*** degraded or AOT/APSP not retrieved due to bad SDR data in horizontal cell)",,,,"Operational"
4856.00,"033085","Aerosol optical thickness quality flags","14","Cirrus contamination in cell",,,,"Operational"
4857.00,"033085","Aerosol optical thickness quality flags","15","Cloud adjacent to cell",,,,"Operational"
4858.00,"033085","Aerosol optical thickness quality flags","16","Cloud contamination in cell",,,,"Operational"
4859.00,"033085","Aerosol optical thickness quality flags","17","AOT is outside of the system specification range",,,,"Operational"
4860.00,"033085","Aerosol optical thickness quality flags","All 18","Missing value",,,,"Operational"
4861.00,"033086","Quality of pixel level retrieval","0","Not retrieved",,,,"Operational"
4862.00,"033086","Quality of pixel level retrieval","1","Excluded",,,,"Operational"
4863.00,"033086","Quality of pixel level retrieval","2","Degraded",,,,"Operational"
4864.00,"033086","Quality of pixel level retrieval","3","High quality",,,,"Operational"
4865.00,"033086","Quality of pixel level retrieval","4-6","Reserved",,,,"Operational"
4866.00,"033086","Quality of pixel level retrieval","7","Missing value",,,,"Operational"
4867.00,"033087","Extent of satellite within South Atlantic anomaly (based on climatological data)","0","Less than or equal to 10%",,,,"Operational"
4868.00,"033087","Extent of satellite within South Atlantic anomaly (based on climatological data)","1","Greater than 10% but less than or equal to 20%",,,,"Operational"
4869.00,"033087","Extent of satellite within South Atlantic anomaly (based on climatological data)","2","Greater than 20% but less than or equal to 30%",,,,"Operational"
4870.00,"033087","Extent of satellite within South Atlantic anomaly (based on climatological data)","3","Greater than 30% but less than or equal to 40%",,,,"Operational"
