Category,CategoryOfSequences_en,FXY1,Title_en,SubTitle_en,FXY2,ElementName_en,ElementDescription_en,Note_en,noteIDs,Status,,
07,Surface report sequences (land),307102,(Road weather information),Wind data,8021,Time significance,Set to missing (cancel),,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Maximum wind gust,4025,Time period or displacement,In minutes,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Maximum wind gust,11043,Maximum wind gust direction,,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),Maximum wind gust,11041,Maximum wind gust speed,,,,Operational,,
07,Surface report sequences (land),307102,(Road weather information),State of functionality,33005,Quality information (AWS data),,,,Operational,,
07,Surface report sequences (land),307103,"(Snow observation, snow density, snow water equivalent)",,301150,WIGOS identifier,,,,Operational,,
07,Surface report sequences (land),307103,"(Snow observation, snow density, snow water equivalent)",,307101,Snow observation,,,,Operational,,
07,Surface report sequences (land),307103,"(Snow observation, snow density, snow water equivalent)",,13117,Snow density (liquid water content),,,,Operational,,
07,Surface report sequences (land),307103,"(Snow observation, snow density, snow water equivalent)",,3028,Method of snow water equivalent measurement,,,,Operational,,
07,Surface report sequences (land),307103,"(Snow observation, snow density, snow water equivalent)",,13163,Snow water equivalent,,,,Operational,,
07,Surface report sequences (land),307104,(Cryo station temperature profile),,301150,WIGOS identifier,,,,Operational,,
07,Surface report sequences (land),307104,(Cryo station temperature profile),,1019,Long station or site name,,,,Operational,,
07,Surface report sequences (land),307104,(Cryo station temperature profile),,2001,Type of station,,,,Operational,,
07,Surface report sequences (land),307104,(Cryo station temperature profile),,301011,"Year, month, day",,,,Operational,,
07,Surface report sequences (land),307104,(Cryo station temperature profile),,301013,"Hour, minute, second",,,,Operational,,
07,Surface report sequences (land),307104,(Cryo station temperature profile),,301021,Latitude/longitude (high accuracy),,,,Operational,,
07,Surface report sequences (land),307104,(Cryo station temperature profile),,7030,Height of station ground above mean sea level,,,,Operational,,
07,Surface report sequences (land),307104,(Cryo station temperature profile),,8029,Surface type,,,,Operational,,
07,Surface report sequences (land),307104,(Cryo station temperature profile),,13115,Ice thickness,,,,Operational,,
07,Surface report sequences (land),307104,(Cryo station temperature profile),,20062,State of the ground (with or without snow),,,,Operational,,
07,Surface report sequences (land),307104,(Cryo station temperature profile),,13119,Snow depth,,,,Operational,,
07,Surface report sequences (land),307104,(Cryo station temperature profile),,2177,Method of snow depth measurement,,,,Operational,,
07,Surface report sequences (land),307104,(Cryo station temperature profile),,8010,Surface qualifier (for temperature data),,,,Operational,,
07,Surface report sequences (land),307104,(Cryo station temperature profile),,12161,Skin temperature,,,,Operational,,
07,Surface report sequences (land),307104,(Cryo station temperature profile),,111000,Delayed replication of 11 descriptor,,,,Operational,,
07,Surface report sequences (land),307104,(Cryo station temperature profile),,31001,Delayed replication factor,,,,Operational,,
07,Surface report sequences (land),307104,(Cryo station temperature profile),,7034,Vertical distance of sensor,,,,Operational,,
07,Surface report sequences (land),307104,(Cryo station temperature profile),,2096,Type of temperature sensor,,,,Operational,,
07,Surface report sequences (land),307104,(Cryo station temperature profile),,12101,Temperature/air temperature,,,,Operational,,
07,Surface report sequences (land),307104,(Cryo station temperature profile),,12131,Snow temperature,,,,Operational,,
07,Surface report sequences (land),307104,(Cryo station temperature profile),,201131,Change data width,,,,Operational,,
07,Surface report sequences (land),307104,(Cryo station temperature profile),,202129,Change scale,,,,Operational,,
07,Surface report sequences (land),307104,(Cryo station temperature profile),,12130,Soil temperature,,,,Operational,,
07,Surface report sequences (land),307104,(Cryo station temperature profile),,202000,Change scale,Cancel,,,Operational,,
07,Surface report sequences (land),307104,(Cryo station temperature profile),,201000,Change data width,Cancel,,,Operational,,
07,Surface report sequences (land),307104,(Cryo station temperature profile),,12133,Ice temperature,,,,Operational,,
07,Surface report sequences (land),307104,(Cryo station temperature profile),,13082,Water temperature,,,,Operational,,
07,Surface report sequences (land),307182,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II),,301090,"Surface station identification, time, horizontal and vertical coordinates",,,,Operational,,
07,Surface report sequences (land),307182,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II),,302031,Pressure information,,,,Operational,,
07,Surface report sequences (land),307182,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II),,302035,Basic synoptic “instantaneous” data ,,,,Operational,,
07,Surface report sequences (land),307182,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II),,302036,Clouds with bases below station level,,,,Operational,,
07,Surface report sequences (land),307182,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II),,302047,Direction of cloud drift,,,,Operational,,
07,Surface report sequences (land),307182,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II),,8002,Vertical significance (surface observations),Set to missing (cancel),,,Operational,,
07,Surface report sequences (land),307182,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II),,302048,Direction and elevation of cloud,,,,Operational,,
