"No","Category","CategoryOfSequences_en","FXY1","Title_en","SubTitle_en","FXY2","ElementName_en","ExistingElementName_en","Note_en","Status"
4742.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"301011","Year, month, day","Date",,"Operational"
4743.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"301013","Hour, minute, second","Time",,"Operational"
4744.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"301021","Latitude/longitude (high accuracy)","Latitude/longitude",,"Operational"
4745.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"001012","Direction of motion of moving observing platform","Direction of motion of moving observing platform",,"Operational"
4746.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"201131","Change data width","Change data width",,"Operational"
4747.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"001013","Speed of motion of moving observing platform","Speed of motion of moving observing platform",,"Operational"
4748.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"201000","Change data width","Cancel operator",,"Operational"
4749.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"010032","Satellite distance to Earth's centre","Satellite distance to Earth centre",,"Operational"
4750.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"010033","Altitude (platform to ellipsoid)","Altitude (platform to ellipsoid)",,"Operational"
4751.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"010034","Earth's radius","Earth radius",,"Operational"
4752.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"007002","Height or altitude","Height or altitude",,"Operational"
4753.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"008012","Land/sea qualifier","Land/sea qualifier",,"Operational"
4754.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"025110","Image processing summary","Image processing summary",,"Operational"
4755.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"025111","Number of input data gaps","Number of input data gaps",,"Operational"
4756.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"025102","Number of missing lines excluding data gaps","Number of missing lines excluding data gaps",,"Operational"
4757.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"002104","Antenna polarization","Antenna polarization",,"Operational"
4758.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"025103","Number of directional bins","Number of directional bins",,"Operational"
4759.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"025104","Number of wavelength bins","Number of wavelength bins",,"Operational"
4760.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"025105","First directional bin","First directional bin",,"Operational"
4761.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"025106","Directional bin step","Directional bin step",,"Operational"
4762.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"025107","First wavelength bin","First wavelength bin",,"Operational"
4763.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"025108","Last wavelength bin","Last wavelength bin",,"Operational"
4764.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"011001","Wind direction","Wind direction",,"Operational"
4765.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"011002","Wind speed","Wind speed",,"Operational"
4766.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"022160","Normalized inverse wave age","Normalized inverse wave age",,"Operational"
4767.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"025138","Average signal-to-noise ratio","Average signal-to-noise ratio",,"Operational"
4768.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"201130","Change data width","Change data width",,"Operational"
4769.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"202129","Change scale","Change scale",,"Operational"
4770.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"022021","Height of waves","Height of waves",,"Operational"
4771.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"202000","Change scale","Cancel operator",,"Operational"
4772.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"201000","Change data width","Cancel operator",,"Operational"
4773.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"033048","Confidence measure of SAR inversion","Confidence measure for SAR inversion",,"Operational"
4774.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"033049","Confidence measure of wind retrieval","Confidence measure for wind retrieval",,"Operational"
4775.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"002026","Cross-track resolution","Cross-track resolution",,"Operational"
4776.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"002027","Along-track resolution","Along-track resolution",,"Operational"
4777.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"021130","Spectrum total energy","Spectrum total energy",,"Operational"
4778.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"021131","Spectrum max energy","Spectrum max energy",,"Operational"
4779.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"021132","Direction of spectrum max on higher resolution grid","Direction of spectrum max",,"Operational"
4780.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"021133","Wavelength of spectrum max on higher resolution grid","Wavelength of spectrum max",,"Operational"
4781.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"025014","Azimuth clutter cut-off","Azimuth clutter cut-off",,"Operational"
4782.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"106036","Replicate 6 descriptors 36 times","Replicate 6 descriptors 36 times",,"Operational"
4783.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"005030","Direction (spectral)","Direction (spectral)",,"Operational"
4784.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"104024","Replicate 4 descriptors 24 times","Replicate 4 descriptors 24 times",,"Operational"
4785.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"201130","Change data width","Change data width",,"Operational"
4786.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"006030","Wave number (spectral)","Wave number (spectral)",,"Operational"
4787.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"201000","Change data width","Cancel operator",,"Operational"
4788.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"022161","Wave spectra","Wave spectra",,"Operational"
4789.00,"12","Single level report sequences (satellite data)","312053","(Ocean wave spectra)",,"033044","ASAR quality information","ASAR quality",,"Operational"
4790.00,"12","Single level report sequences (satellite data)","312055","(ASCAT level 1b cell information)",,"005033","Pixel size on horizontal - 1","Pixel size on horizontal-1",,"Operational"
4791.00,"12","Single level report sequences (satellite data)","312055","(ASCAT level 1b cell information)",,"005040","Orbit number","Orbit number",,"Operational"
4792.00,"12","Single level report sequences (satellite data)","312055","(ASCAT level 1b cell information)",,"006034","Cross-track cell number","Cross track cell number",,"Operational"
4793.00,"12","Single level report sequences (satellite data)","312055","(ASCAT level 1b cell information)",,"010095","Height of atmosphere used","Height of atmosphere used",,"Operational"
4794.00,"12","Single level report sequences (satellite data)","312055","(ASCAT level 1b cell information)",,"021157","Loss per unit length of atmosphere used","Loss per unit length of atmosphere used",,"Operational"
4795.00,"12","Single level report sequences (satellite data)","312056","(Scatterometer wind cell information)",,"025060","Software identification","Software identification",,"Operational"
4796.00,"12","Single level report sequences (satellite data)","312056","(Scatterometer wind cell information)",,"001032","Generating application","Generating application",,"Operational"
4797.00,"12","Single level report sequences (satellite data)","312056","(Scatterometer wind cell information)",,"011082","Model wind speed at 10 m","Model wind speed at 10 m",,"Operational"
4798.00,"12","Single level report sequences (satellite data)","312056","(Scatterometer wind cell information)",,"011081","Model wind direction at 10 m","Model wind direction at 10 m",,"Operational"
