"No","Category","CategoryOfSequences_en","FXY1","Title_en","SubTitle_en","FXY2","ElementName_en","ExistingElementName_en","Note_en","Status"
5161.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B05036","Ship transect number according to SOOP","Ship transect number according to SOOP","(see Note 2)","Operational"
5162.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B01036","Agency in charge of operating the observing platform","Agency in charge of operating the observing platform",,"Operational"
5163.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B01013","Speed of motion of moving observing platform","Speed of motion of moving observing platform",,"Operational"
5164.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B01012","Direction of motion of moving observing platform","Direction of motion of moving observing platform",,"Operational"
5165.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"D01011","Year, month, day","Date",,"Operational"
5166.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"D01012","Hour, minute","Time",,"Operational"
5167.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"D01021","Latitude/longitude (high accuracy)","Latitude and longitude (high accuracy)",,"Operational"
5168.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B07032","Height of sensor above local ground (or deck of marine platform)","Height of sensor above local ground (or deck of marine platform)",,"Operational"
5169.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B07033","Height of sensor above water surface","Height of sensor above water surface",,"Operational"
5170.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B02002","Type of instrumentation for wind measurement","Type of instrumentation for wind measurement",,"Operational"
5171.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B11002","Wind speed","Wind speed",,"Operational"
5172.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B11001","Wind direction","Wind direction",,"Operational"
5173.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B07032","Height of sensor above local ground (or deck of marine platform)","Height of sensor above local ground (or deck of marine platform)",,"Operational"
5174.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B07033","Height of sensor above water surface","Height of sensor above water surface",,"Operational"
5175.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B12101","Temperature/air temperature","Temperature/air temperature",,"Operational"
5176.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B12103","Dewpoint temperature","Dew-point temperature",,"Operational"
5177.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B07032","Height of sensor above local ground (or deck of marine platform)","Height of sensor above local ground (or deck of marine platform) (set to missing to cancel previous value)",,"Operational"
5178.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B07033","Height of sensor above water surface","Height of sensor above water surface (set to missing to cancel previous value)",,"Operational"
5179.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"D02021","Waves","Waves",,"Operational"
5180.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B02031","Duration and time of current measurement","Duration and time of current measurement",,"Operational"
5181.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B02030","Method of current measurement","Method of current measurement",,"Operational"
5182.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B22005","Direction of sea-surface current","Direction of sea surface current",,"Operational"
5183.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B22032","Speed of sea-surface current","Speed of sea surface current",,"Operational"
5184.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B22063","Total water depth","Total depth of water",,"Operational"
5185.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B08080","Qualifier for GTSPP quality flag","Qualifier for GTSPP quality class",,"Operational"
5186.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B33050","Global GTSPP quality flag","Global GTSPP quality class",,"Operational"
5187.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B22178","XBT/XCTD launcher type","XBT/XCTD launcher Type",,"Operational"
5188.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B22177","Height of XBT/XCTD launcher","Height of XBT/XCTD Launcher above sea level; 0 to 50 m in units of whole m",,"Operational"
5189.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B22067","Instrument type for water temperature profile measurement","Instrument type for water temperature profile measurement",,"Operational"
5190.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B08041","Data significance","Data significance",,"Operational"
5191.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B26021","Year","Year",,"Operational"
5192.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B26022","Month","Month",,"Operational"
5193.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B26023","Day","Day",,"Operational"
5194.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B22068","Water temperature profile recorder types","Water temperature profile recorder type",,"Operational"
5195.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B25061","Software identification and version number","Data acquisition software type (or name) and version number",,"Operational"
5196.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B08041","Data significance","Date significance (set to missing to cancel previous value)",,"Operational"
5197.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B08080","Qualifier for GTSPP quality flag","Qualifier for GTSPP quality flag (set to missing to cancel previous value)",,"Operational"
5198.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B02171","Instrument serial number for water temperature profile measurement","Instrument serial number for water temperature measurement",,"Operational"
5199.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"D02090","Sea/water temperature high precision","Sea surface temperature",,"Operational"
5200.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B02171","Instrument serial number for water temperature profile measurement","Instrument serial number for water temperature profile measurement",,"Operational"
5201.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"B02032","Indicator for digitization","Indicator for digitization","(see Note 3)","Operational"
5202.00,"15","Oceanographic report sequences","D15004","(XBT temperature profile data sequence)",,"D15005","Water temperature profile (Temperature profile observed by XBT or buoy)","Water temperature profile (Temperature profile observed by XBT or Buoy)",,"Operational"
5217.00,"16","Synoptic feature sequences","D16001",,,"D01011","Year, month, day","Year, month, day",,"Operational"
5218.00,"16","Synoptic feature sequences","D16001",,,"B04004","Hour","Hour",,"Operational"
5219.00,"16","Synoptic feature sequences","D16001",,,"D01023","Latitude/longitude (coarse accuracy)","Latitude and longitude (coarse accuracy)",,"Operational"
5220.00,"16","Synoptic feature sequences","D16001",,,"B01021","Synoptic feature identifier","Synoptic feature identifier",,"Operational"
5221.00,"16","Synoptic feature sequences","D16001",,,"B02041","Method for estimating reports related to synoptic features","Method for estimating reports related to synoptic features",,"Operational"
5222.00,"16","Synoptic feature sequences","D16001",,,"B19001","Type of synoptic feature","Type of synoptic feature",,"Operational"
5223.00,"16","Synoptic feature sequences","D16001",,,"B10051","Pressure reduced to mean sea level","Pressure reduced to mean sea level",,"Operational"
5224.00,"16","Synoptic feature sequences","D16001",,,"B19002","Effective radius of feature","Effective radius of feature",,"Operational"
5225.00,"16","Synoptic feature sequences","D16001",,,"B19003","Wind speed threshold","Wind speed threshold (15 m s**-1 typically)",,"Operational"
